idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,Total_wages,ttl_exp,tenure
2919,44,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Business/Repair svc,Sales,Nonunion,4.83,24,116,7,0.08
2921,40,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,7.75,40,310,10,1.75
2925,40,Black,Single,Never married,0,Not college grad,South,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,2.82,30,85,5,1.33
2927,39,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Sales,,6.27,22,138,13,7.08
2932,38,White,Single,Has been married,16,College grad,South,SMSA,Not central city,Public administration,Professional/Technical,Nonunion,12.38,40,495,14,4.67
2934,37,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Union,11.61,40,464,18,6.92
2936,37,White,Single,Never married,18,College grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,10.32,45,464,18,7.92
2939,45,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,11.55,37,427,15,10.5
2940,41,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,12.38,40,495,17,6.33
2942,36,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,17.34,32,555,12,0.33
2943,39,White,Single,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Union,8.56,38,325,12,11.83
2945,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,3.27,40,131,11,2.75
2946,44,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Personal services,Laborers,,4.48,56,251,6,1.17
2949,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.51,40,180,26,16
2951,34,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,4.42,35,155,8,3.75
2954,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.23,40,169,14,12.17
2955,36,White,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,7.15,35,250,12,11.17
2957,40,White,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Operatives,Nonunion,2.42,70,169,6,
2958,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.03,30,121,12,1.83
2960,45,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,6.36,40,254,21,18.5
2967,45,White,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,10.84,40,433,19,5.92
2969,36,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Business/Repair svc,Professional/Technical,Nonunion,6.04,20,121,14,0.08
2971,42,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Construction,Sales,Nonunion,4.9,44,215,14,2.58
2972,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,5.22,40,209,13,6.33
2973,35,White,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,5.42,40,217,14,3.67
2976,35,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.22,40,129,3,1.25
2977,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,,33.5,48,1608,11,0.92
2978,39,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.86,40,234,17,4.67
2979,38,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.62,40,145,17,3.33
2984,44,White,Single,Has been married,9,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,8.87,70,621,19,1.42
2985,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.95,36,178,9,7.83
2988,35,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Union,9.29,40,372,12,3.92
2998,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,4.23,8,34,5,1.75
2999,37,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Construction,Sales,Nonunion,8.05,40,322,10,4.83
3000,42,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,5.43,48,261,17,17.33
3001,41,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Operatives,Union,7.75,40,310,18,14.17
3004,38,Black,Single,Has been married,8,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.83,40,193,15,8.42
3008,39,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.14,40,126,15,10.92
3015,37,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,10.03,40,401,19,18.75
3016,38,Black,Married,Has been married,16,College grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,14.71,40,588,14,10.42
3020,35,White,Single,Never married,16,College grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,10.62,35,372,15,10.92
3023,39,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,6.38,40,255,9,2.92
3026,36,Black,Single,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.7,40,108,18,0
3027,35,Black,Single,Never married,17,College grad,South,Not SMSA,Not central city,Professional services,Sales,,2.94,20,59,7,
3028,41,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,2.79,40,111,13,9.83
3035,42,White,Married,Has been married,17,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,5.27,60,316,8,7.75
3036,39,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,12.78,40,511,13,8.75
3037,35,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,4.65,1,5,6,0.67
3038,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,,5.85,20,117,7,0.42
3040,39,Black,Single,Has been married,10,Not college grad,South,SMSA,Not central city,Manufacturing,Service,,3.5,40,140,15,15
3042,39,Black,Single,Never married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.83,40,193,17,14
3043,37,Black,Single,Never married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Professional/Technical,Union,16.48,40,659,19,8.5
3044,44,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.77,48,325,23,22.5
3045,43,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.54,48,266,20,5.5
3046,44,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,,4.41,35,154,13,9.42
3047,35,Black,Single,Never married,14,Not college grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,8.9,40,356,14,13.92
3048,38,Black,Single,Has been married,11,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Operatives,Union,2.7,40,108,12,9.83
3049,39,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,11.03,33,364,15,3.08
3050,42,White,Married,Has been married,10,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,5.54,40,222,16,0
3052,39,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,4.65,40,186,12,2.83
3056,45,Black,Single,Has been married,9,Not college grad,South,SMSA,Central city,Manufacturing,Sales,Union,14.12,45,635,17,0
3058,37,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Personal services,Sales,Nonunion,5.92,40,237,12,1.33
3059,40,White,Married,Has been married,17,College grad,South,SMSA,Central city,Ag/Forestry/Fisheries,Sales,Nonunion,10.63,7,74,14,1.33
3060,42,Black,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.78,30,83,10,10.25
3061,42,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,7,42,294,9,6.83
3062,35,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.84,40,233,18,1.33
3063,36,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,6.58,40,263,10,0.92
3065,34,White,Single,Never married,13,Not college grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,5.06,55,279,13,5.83
3066,44,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,10.26,40,410,16,11.42
3069,36,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,,5.97,28,167,9,1.58
3070,35,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Business/Repair svc,Sales,,3.72,20,74,14,2.58
3072,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,,2.63,18,47,14,2.08
3073,36,White,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.07,37,150,11,5.17
3078,45,Black,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,16.5,35,577,12,8.42
3079,35,Black,Single,Never married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,3.29,40,132,14,13.75
3090,38,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,2.88,22,63,7,0.17
3095,38,Black,Married,Has been married,6,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.62,40,185,13,3.42
3096,35,Black,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.99,35,139,10,8.67
3097,42,Black,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.38,37,88,7,4
3098,37,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,,4.22,24,101,11,2.5
3099,44,Black,Single,Has been married,8,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.68,35,129,10,3.83
3106,39,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,4.03,30,121,16,10.33
3107,36,Black,Single,Never married,9,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.06,40,203,11,11
3108,39,Black,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Union,8.6,45,387,17,16.83
3111,35,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,,4.32,40,173,2,0.33
3114,43,Black,Single,Never married,14,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,9.07,40,363,16,6.58
3115,41,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,3.74,40,150,19,18.33
3116,39,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,,7.53,65,489,6,2.17
3118,43,White,Married,Has been married,9,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Union,7.71,40,309,19,18.67
3119,41,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,9.76,40,390,27,8.33
3120,41,Black,Single,Has been married,9,Not college grad,South,Not SMSA,Not central city,Entertainment/Rec svc,Laborers,Nonunion,3.22,40,129,5,0.25
3122,44,Black,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,8.52,40,341,21,21.42
3127,38,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,10.67,45,480,20,2.92
3132,35,White,Single,Has been married,16,College grad,South,Not SMSA,Not central city,Entertainment/Rec svc,Managers/Admin,Nonunion,9.44,41,387,17,17
3133,36,White,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,8.24,40,329,18,3.5
3135,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Sales,Nonunion,6.22,40,249,14,14
3138,45,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Union,4.52,60,271,10,10.42
3144,37,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,5.03,32,161,15,14.67
3145,36,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.84,40,194,15,15
3148,37,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Nonunion,2.82,40,113,9,5.33
3151,41,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Personal services,Laborers,Nonunion,4.69,42,197,17,3.42
3156,42,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,4.65,40,186,10,3.75
3157,40,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,5.05,40,202,18,17.17
